;id;model;years;search;Price:;New Price Roadworthy:;Road Tax / 3 Months:;Body Type:;Transmission:;Drive Wheel :;Engine/motor Type:;Fuel Type:;Power:;Total Max. Power (kW):;Top Speed:;Acceleration 0-100 Km / H:;Practice Consumption Monitor:;Cylinders:;Valves Per Cylinder:;Engine Capacity:;Bore X Stroke:;Compression Ratio:;Urban Consumption:;Extra-urban Consumption:;Combined Consumption:;Co2 Emissions:;Energy Label:;Low Consumption:;Medium Consumption:;High Consumption:;Very High Consumption:;Front Suspension:;Rear Suspension:;Front Stabilizer:;1st Gear:;2nd Gear:;3rd Gear:;4th Gear:;5th Gear:;Curb Weight:;Max. Payload:;Max. Permissible Mass:;Max. Front Axle Mass:;Max. Rear Axle Mass:;Cargo Capacity:;Length Min./max.:;Width Min./max.:;Height:;Height Of Lift Threshold:;Length:;Width:;Wheelbase:;Front Track Width:;Distance Backrest / Pedals:;Front Headroom:;Front Backrest Length:;Front Seat Length:;Front Entry Height:;Crash Test Result:;ABS:;Brake Force Distribution:;Brake Assist:;Emergency Braking Assistance:;Central Door Locking:;Keyless Entry/start:;Start Button:;Control Circuit:;Electric Windows:;Height Adjustment Seat:;Lumbar Support Seat:;Electric Adjustment Seat:;Heated Seats:;Ventilated Seats:;Interval Wiper (s):;Alloy Wheels:;Sliding / Tilting Roof:;Panoramic Roof:;Roof Rails:;Service:;General Warranty:;Body Warranty:;New Price Tax:;New Price 2012:;New Price 2011:;New Price 2010:;New Price 2009:;New Price 2008:;Occasion Price 2012:;Occasion Price 2011:;Occasion Price 2010:;4 Years Depreciation:;Motor Vehicle Tax:;Insurance:;Fuel Costs:;Maintenance:;New Price 2007:;New Price 2006:;New Price 2005:;New Price 2004:;New Price 2014:;New Price 2013:;Occasion Price 2014:;Occasion Price 2013:;New Price 2015:;Occasion Price 2015:;New Price 2003:;New Price 2002:;New Price 2001:;New Price 1982:;New Price 1981:;New Price 1980:;New Price 1979:;New Price 1985:;New Price 1984:;New Price 1983:;New Price 1989:;New Price 1988:;New Price 1987:;New Price 1986:;New Price 1998:;New Price 1997:;New Price 2000:;New Price 1999:;New Price 2016:;Occasion Price 2016:;New Price 1996:;New Price 1995:;New Price 1994:;New Price 1993:;New Price 1992:;New Price 1991:;New Price 1990:;New Price 2017:;Occasion Price 2017:;Engine Type:;Max Power:;Max. Power KW:;Max. Power Hp:;Max Torque:;New Price 1978:;New Price 1977:;New Price 2020:;New Price 2019:;New Price 2018:;Occasion Price 2019:;Occasion Price 2018:;Net Price:;VAT:;BPM (fixed):;Power Consumption:;Battery Range:;Total Max. Power (hp):;Back Door Wxh:
3689;3689;Citroen Visa Decouvrable 11 RE 1984 Manual 4 doors specs;"1984 - 1985
4 doors, Convertible";;€ 10.210;n/a;€ 72 - € 80;4-doors, convertible;4 speed manual transmission;front;fuel engine;gasoline;37 kw (50 hp);37;140 km/h;16,6 s;n.b.;4, in line;2;1124 cc;72,0 x 69,0 mm;9,7 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;torsion bar;yes;;;;;;910 kg;- kg;- kg;- kg;- kg;300-690 l;;;1430 mm;;3725 mm;1535 mm;2430 mm;1290 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;5 year;€ 10.210;;;;;;;;;€ 109;€ 0;€ 29;€ 160;€ 38;;;;;;;;;;;;;;;;;;€ 7.170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3690;3690;Daihatsu Charmant 1600 1980 Manual 3 doors specs;"1980 - 1982
3 doors, Hatchback";;€ 6.804;n/a;€ 72 - € 80;3-doors, hatchback;4 speed manual transmission;rear;fuel engine;gasoline;52 kw (71 hp);52;165 km/h;- s;n.b.;4, in line;2;1588 cc;85,0 x 70,0 mm;8,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;880 kg;390 kg;1270 kg;- kg;- kg;- l;;;1380 mm;;4110 mm;1530 mm;2340 mm;1270 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 6.804;;;;;;;;;€ 86;€ 0;€ 23;€ 212;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3691;3691;Daihatsu Charmant Combi 1600 1980 Manual 3 doors specs;"1980 - 1982
3 doors, Hatchback";;€ 7.258;n/a;€ 72 - € 80;3-doors, hatchback;4 speed manual transmission;rear;fuel engine;gasoline;52 kw (71 hp);52;165 km/h;- s;n.b.;4, in line;2;1588 cc;85,0 x 70,0 mm;8,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;920 kg;440 kg;1360 kg;- kg;- kg;- l;;;1390 mm;;4090 mm;1530 mm;2340 mm;1270 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 7.258;;;;;;;;;€ 93;€ 0;€ 24;€ 212;€ 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3692;3692;Daihatsu Charmant 1300 LD Economy 1982 Manual 4 doors specs;"1984 - 1986
4 doors, Sedan";;€ 8.213;n/a;€ 72 - € 80;4-doors, sedan;4 speed manual transmission;rear;fuel engine;gasoline;48 kw (65 hp);48;150 km/h;14,5 s;n.b.;4, in line;2;1290 cc;75,0 x 73,0 mm;9,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,79:1;2,22:1;1,44:1;1,00:1;;860 kg;460 kg;1320 kg;- kg;- kg;256 l;;;1380 mm;;4200 mm;1620 mm;2400 mm;1330 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;variabel / 1 year;3 year, unlimited;6 year;€ 8.213;;;;;;;;;€ 100;€ 0;€ 25;€ 204;€ 39;;;;;;;;;;;;;;;;;;€ 7.712;;;;;;€ 7.895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3693;3693;Ferrari F40 1988 Manual 2 doors specs;"1988 - 1992
2 doors, Coupe";;€ 0;n/a;€ 136 - € 152;2-doors, coupé;6 speed manual transmission;rear;fuel engine;gasoline;352 kw (478 hp);352;324 km/h;4,1 s;n.b.;8, v engine;4;2936 cc;82,0 x 69,5 mm;7,7 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;2,77:1;1,72:1;1,23:1;0,96:1;0,77:1;1235 kg;165 kg;1400 kg;- kg;- kg;- l;;;1125 mm;;4360 mm;1970 mm;2450 mm;1595 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;6 year;€ 0;;;;;;;;;;€ 0;€ 19;€ 342;€ 74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3694;3694;Ferrari F50 1995 Manual 2 doors specs;"1995 - 1998
2 doors, Coupe";;€ 0;n/a;€ 136 - € 152;2-doors, coupé;6 speed manual transmission;rear;fuel engine;gasoline;382 kw (520 hp);382;325 km/h;3,9 s;n.b.;12, v engine;5;4698 cc;85,0 x 69,0 mm;11,3 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;2,93:1;2,16:1;1,68:1;1,36:1;1,11:1;1230 kg;- kg;- kg;- kg;- kg;- l;;;1120 mm;;4480 mm;1985 mm;2580 mm;1620 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;6 year;€ 0;;;;;;;;;;€ 0;€ 19;€ 212;€ 74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3695;3695;Ferrari GTC4 Lusso V8 2016 Automatic 3 doors specs;"2017 - present
3 doors, Coupe";;€ 307.152;;€ 242 - € 272;3-doors, coupé;7 speed automatic with double clutch;front+rear;fuel engine;gasoline;448 kw (610 hp);448;320 km/h;3,5 s;n.b.;8, v engine;4;3855 cc;86,5 x 82,0 mm;9,4 :1;- l/100km;- l/100km;12,9 l/100km;265 g/km;g;21,0 l/100km;12,7 l/100km;11,1 l/100km;11,6 l/100km;coil springs;coil springs;yes;3,40:1;2,19:1;1,63:1;1,29:1;1,03:1;1740 kg;- kg;- kg;- kg;- kg;450-800 l;;;1383 mm;;4922 mm;1980 mm;2990 mm;1674 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes(entry & start);yes;yes;yes(front);yes(best. & pass.);yes(best. & pass.);yes(with memory);n/a;n/a;yes(with rain sensor);yes;n/a;n/a;n/a;20.000 km / 1 year;3 year, unlimited;3 year;€ 307.152;;;;;;;;;;€ 81;€ 465;€ 301;€ 110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 296.638;€ 0;;;;;;;;€ 307.152;€ 307.152;€ 293.385;€ 0;€ 0;€ 204.638;€ 42.974;€ 0;;;;
3696;3696;Ferrari LaFerrari 2013 Automatic 2 doors specs;"2013 - 2015
2 doors, Coupe";;€ 0;n/a;€ 157 - € 176;2-doors, coupé;7 speed automatic with double clutch;rear;hybrid;gasoline;708 kw (963 hp);708;350 km/h;3,0 s;n.b.;12, v engine;4;6262 cc;94,0 x 75,2 mm;13,5 :1;- l/100km;- l/100km;;340 g/km;g;;;;;coil springs;coil springs;yes;3,08:1;2,18:1;1,63:1;1,29:1;1,03:1;1350 kg;- kg;- kg;- kg;- kg;- l;;;1116 mm;;4702 mm;1992 mm;2650 mm;- mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes(entry);yes;yes;yes(front);n/a;n/a;n/a;n/a;n/a;yes(with rain sensor);yes;n/a;n/a;n/a;7.500 km / 1 year;3 year, unlimited;6 year;€ 0;;;;;;;;;;€ 52;€ 21;€ 357;€ 74;;;;;;;€ 0;€ 0;;€ 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3697;3697;Ferrari Mondial T 1989 Manual 2 doors specs;"1989 - 1993
2 doors, Coupe";;€ 0;n/a;€ 200 - € 224;2-doors, coupé;5 speed manual transmission;rear;fuel engine;gasoline;221 kw (300 hp);221;255 km/h;6,3 s;n.b.;8, v engine;4;3405 cc;85,0 x 75,0 mm;10,4 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,21:1;2,10:1;1,46:1;1,09:1;0,86:1;1505 kg;320 kg;1825 kg;- kg;- kg;300 l;;;1235 mm;;4535 mm;1810 mm;2650 mm;1520 mm;;;;;;not tested;yes;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;yes;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;6 year;€ 0;;;;;;;;;;€ 0;€ 23;€ 395;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3698;3698;Ferrari Mondial T Cabriolet 1989 Manual 2 doors specs;"1989 - 1993
2 doors, Convertible";;€ 0;n/a;€ 200 - € 224;2-doors, convertible;5 speed manual transmission;rear;fuel engine;gasoline;221 kw (300 hp);221;255 km/h;6,3 s;n.b.;8, v engine;4;3405 cc;85,0 x 75,0 mm;10,4 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,21:1;2,10:1;1,46:1;1,09:1;0,86:1;1545 kg;280 kg;1825 kg;- kg;- kg;300 l;;;1265 mm;;4535 mm;1810 mm;2650 mm;1520 mm;;;;;;not tested;yes;n/a;n/a;n/a;yes;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;yes;n/a;n/a;n/a;7.500 km / 1 year;1 year, unlimited;6 year;€ 0;;;;;;;;;;€ 0;€ 24;€ 395;€ 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3699;3699;Fiat 500X 1.6 16v 110 Pop 2015 Manual 5 doors specs;"2015 - 2018
5 doors, SUV";;€ 22.485;n/a;€ 157 - € 176;5-doors, suv/crossover;6 speed manual transmission;front;fuel engine;gasoline;81 kw (110 hp);81;180 km/h;11,5 s;n.b.;4, in line;4;1598 cc;77,0 x 85,8 mm;11,1 :1;7,8 l/100km;5,0 l/100km;;139 g/km;e;;;;;coil springs;coil springs;yes;4,27:1;2,24:1;1,44:1;1,03:1;0,84:1;1275 kg;600 kg;1875 kg;- kg;- kg;350-1000 l;;;1600 mm;;4248 mm;1796 mm;2570 mm;1545 mm;;;;;;****;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(driver);n/a;n/a;€ 295;n/a;yes(adjustable);€ 695;n/a;n/a;n/a;30.000 km / 2 year;2 year, unlimited;12 year;€ 22.485;;;;;;;;;€ 260;€ 52;€ 52;€ 153;€ 56;;;;;;;;;€ 19.995;€ 9.600;;;;;;;;;;;;;;;;;;;€ 20.750;€ 11.200;;;;;;;;€ 22.977;€ 13.400;;;;;;;;;;€ 22.485;;€ 15.200;;;;;;;
3700;3700;Fiat Argenta 2000 1981 Manual 4 doors specs;"1981 - 1983
4 doors, Sedan";;€ 12.359;n/a;€ 115 - € 128;4-doors, sedan;4 speed manual transmission;front;fuel engine;gasoline;83 kw (112 hp);83;170 km/h;11,6 s;n.b.;4, in line;2;1995 cc;84,0 x 90,0 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;;;;;;1145 kg;475 kg;1620 kg;- kg;- kg;400 l;;;1420 mm;;4449 mm;1650 mm;2558 mm;1321 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 12.359;;;;;;;;;€ 120;€ 0;€ 35;€ 282;€ 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3701;3701;Fiat Argenta 100 1983 Manual 4 doors specs;"1983 - 1986
4 doors, Sedan";;€ 13.523;n/a;€ 115 - € 128;4-doors, sedan;5 speed manual transmission;rear;fuel engine;gasoline;72 kw (98 hp);72;165 km/h;12,7 s;n.b.;4, in line;2;1585 cc;84,0 x 71,5 mm;9,0 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;coil springs;yes;3,61:1;2,05:1;1,36:1;1,00:1;0,83:1;1090 kg;530 kg;1620 kg;- kg;- kg;400 l;;;1435 mm;;4434 mm;1655 mm;2563 mm;1381 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;yes(front);n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;6 year;€ 13.523;;;;;;;;;€ 146;€ 0;€ 36;€ 254;€ 45;;;;;;;;;;;;;;;;;;€ 12.071;;;;;;€ 12.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3702;3702;Fiat Fullback Double Cab 150hp SX 2016 Manual 4 doors specs;"2016 - present
4 doors, Pick-up";;€ 60.872;€ 61.778;€ 530 - € 566;4-doors, pick-up;6 speed manual transmission;front+rear;fuel engine;diesel;113 kw (154 hp);113;169 km/h;- s;n.b.;4, in line;4;2442 cc;n.b.;n.b.;8,0 l/100km;6,0 l/100km;;177 g/km;g;;;;;coil springs;leaf springs;yes;;;;;;1870 kg;1030 kg;2900 kg;- kg;- kg;- l;1520 mm / 1520;- mm / 1470;1775 mm;850 mm;5285 mm;1785 mm;3000 mm;1520 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes(entry);n/a;n/a;yes(front);yes(driver);n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;20.000 km / 1 year;2 year, unlimited;8 year;€ 60.872;;;;;;;;;;€ 177;€ 116;€ 141;€ 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 58.579;€ 0;;;;;;;;€ 58.879;€ 0;;;;;;;;€ 60.872;€ 60.872;€ 60.872;€ 0;€ 0;€ 27.622;€ 5.801;€ 0;;;;
3703;3703;Fiat Regata 70 1984 Manual 4 doors specs;"1984 - 1989
4 doors, Sedan";;€ 10.886;n/a;€ 72 - € 80;4-doors, sedan;4 speed manual transmission;front;fuel engine;gasoline;48 kw (65 hp);48;155 km/h;13,5 s;6,1 l/100km (1);4, in line;2;1301 cc;86,4 x 55,5 mm;9,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;867 kg;423 kg;1290 kg;- kg;- kg;513 l;;;1410 mm;;4260 mm;1650 mm;2455 mm;1387 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;8 year;€ 10.886;;;;;;;;;€ 152;€ 0;€ 29;€ 196;€ 40;;;;;;;;;;;;;;;;;;€ 9.525;;;€ 10.886;€ 10.487;€ 10.387;€ 9.706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3704;3704;Fiat Regata Weekend 70 1985 Manual 5 doors specs;"1985 - 1988
5 doors, Station wagon";;€ 11.975;n/a;€ 72 - € 80;5-doors, station wagon;5 speed manual transmission;front;fuel engine;gasoline;48 kw (65 hp);48;155 km/h;13,5 s;n.b.;4, in line;2;1301 cc;86,4 x 55,5 mm;9,5 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;925 kg;615 kg;1540 kg;- kg;- kg;460-1400 l;;;1450 mm;;4267 mm;1650 mm;2455 mm;1402 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;variabel / 1 year;1 year, unlimited;8 year;€ 11.975;;;;;;;;;€ 166;€ 0;€ 31;€ 193;€ 42;;;;;;;;;;;;;;;;;;€ 10.496;;;;€ 11.345;€ 11.245;€ 10.496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3705;3705;Fiat Ritmo 60 L 1979 Manual 3 doors specs;"1982 - 1983
3 doors, Hatchback";;€ 6.707;n/a;€ 55 - € 61;3-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;145 km/h;17,1 s;n.b.;4, in line;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;841 kg;369 kg;1210 kg;- kg;- kg;370-1250 l;;;1400 mm;;3937 mm;1650 mm;2448 mm;1400 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 6.707;;;;;;;;;;€ 0;€ 22;€ 240;€ 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3706;3706;Fiat Ritmo 60 1983 Manual 3 doors specs;"1983 - 1985
3 doors, Hatchback";;€ 7.873;n/a;€ 55 - € 61;3-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;40 kw (55 hp);40;145 km/h;15,9 s;n.b.;4, in line;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;4,09:1;2,24:1;1,46:1;1,04:1;;795 kg;445 kg;1240 kg;- kg;- kg;370-1250 l;;;1405 mm;;4014 mm;1650 mm;2444 mm;1409 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;6 year;€ 7.873;;;;;;;;;€ 83;€ 0;€ 23;€ 204;€ 38;;;;;;;;;;;;;;;;;;€ 7.710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3707;3707;Fiat Ritmo 60 L 1985 Manual 3 doors specs;"1985 - 1988
3 doors, Hatchback";;€ 7.437;n/a;€ 55 - € 61;3-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;43 kw (58 hp);43;150 km/h;15,9 s;n.b.;4, in line;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;832 kg;568 kg;1400 kg;- kg;- kg;370 l;;;1418 mm;;3993 mm;1650 mm;2451 mm;1399 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;6 year;€ 7.437;;;;;;;;;€ 86;€ 0;€ 23;€ 193;€ 38;;;;;;;;;;;;;;;;;;€ 7.192;;;;€ 7.437;€ 7.828;€ 7.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3708;3708;Fiat Ritmo 60 L 1979 Manual 5 doors specs;"1982 - 1983
5 doors, Hatchback";;€ 7.056;n/a;€ 55 - € 61;5-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;44 kw (60 hp);44;145 km/h;17,1 s;n.b.;4, in line;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;no;;;;;;848 kg;362 kg;1210 kg;- kg;- kg;370-1250 l;;;1400 mm;;3937 mm;1650 mm;2448 mm;1400 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;n.b. / 1 year;- year, unlimited;- year;€ 7.056;;;;;;;;;;€ 0;€ 23;€ 240;€ 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3709;3709;Fiat Ritmo 60 1983 Manual 5 doors specs;"1983 - 1985
5 doors, Hatchback";;€ 8.281;n/a;€ 55 - € 61;5-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;40 kw (55 hp);40;145 km/h;15,9 s;n.b.;4;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;4,09:1;2,24:1;1,46:1;1,04:1;;810 kg;430 kg;1240 kg;- kg;- kg;370-1250 l;;;1405 mm;;4014 mm;1650 mm;2444 mm;1409 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;6 year;€ 8.281;;;;;;;;;€ 87;€ 0;€ 24;€ 204;€ 38;;;;;;;;;;;;;;;;;;€ 8.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3710;3710;Fiat Ritmo 60 L 1985 Manual 5 doors specs;"1985 - 1988
5 doors, Hatchback";;€ 7.846;n/a;€ 55 - € 61;5-doors, hatchback;4 speed manual transmission;front;fuel engine;gasoline;43 kw (58 hp);43;150 km/h;15,9 s;n.b.;4, in line;2;1116 cc;80,0 x 55,5 mm;9,2 :1;- l/100km;- l/100km;;- g/km;;;;;;coil springs;leaf springs;yes;;;;;;842 kg;558 kg;1400 kg;- kg;- kg;370 l;;;1418 mm;;3993 mm;1650 mm;2451 mm;1399 mm;;;;;;not tested;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;10.000 km / 1 year;1 year, unlimited;6 year;€ 7.846;;;;;;;;;€ 91;€ 0;€ 24;€ 193;€ 38;;;;;;;;;;;;;;;;;;€ 7.601;;;;€ 7.846;€ 8.236;€ 7.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3711;3711;Fiat Talento L1H1 1.6 MultiJet 95hp 2016 Manual 4 doors specs;"2016 - 2018
4 doors, Passenger bus";;€ 46.859;n/a;€ 530 - € 566;4-doors, bus;6 speed manual transmission;front;fuel engine;diesel;70 kw (95 hp);70;153 km/h;- s;n.b.;4, in line;4;1598 cc;80,0 x 79,5 mm;n.b.;6,8 l/100km;5,4 l/100km;;155 g/km;d;;;;;coil springs;coil springs;yes;;;;;;1900 kg;840 kg;2740 kg;1585 kg;1650 kg;1000-3200 l;736 mm / 1152;1268 mm / 1662;1971 mm;552 mm;4999 mm;1956 mm;3098 mm;1615 mm;;;;;;not tested;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front);yes(driver);yes(driver);n/a;n/a;n/a;yes;n/a;n/a;n/a;n/a;40.000 km / 2 year;2 year, unlimited;8 year;€ 46.859;;;;;;;;;;€ 177;€ 96;€ 126;€ 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 44.024;€ 0;;;;;;;;€ 46.003;€ 0;;;;;;;;;;€ 46.859;;€ 0;;;;;;;
3712;3712;Fiat Tipo 1.4 16v Pop 2017 Manual 5 doors specs;"2017 - 2019
5 doors, Hatchback";;€ 19.185;n/a;€ 136 - € 152;5-doors, hatchback;6 speed manual transmission;front;fuel engine;gasoline;70 kw (95 hp);70;185 km/h;12,1 s;n.b.;4, in line;4;1368 cc;72,0 x 84,0 mm;11,0 :1;7,7 l/100km;4,5 l/100km;;129 g/km;d;;;;;coil springs;coil springs;yes;3,90:1;2,17:1;1,35:1;0,97:1;0,77:1;1170 kg;525 kg;1695 kg;- kg;- kg;440 l;;;1495 mm;;4368 mm;1792 mm;2636 mm;1542 mm;;;;;580 mm;***;yes;yes;yes;n/a;yes;yes;n/a;n/a;yes(front & rear);yes(driver);n/a;n/a;n/a;n/a;yes(adjustable);€ 495;n/a;n/a;n/a;30.000 km / 2 year;5 year, unlimited;12 year;€ 19.185;;;;;;;;;€ 221;€ 45;€ 45;€ 145;€ 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;€ 19.185;€ 11.200;;;;;;;;;€ 19.185;€ 19.185;€ 14.800;€ 12.800;;;;;;;
